"Date","Team1","Team2","Toss_Winner","Toss_Decision","Venue","Run1","Over1","Wicket1","Run2","Over2","Wicket2","Winner","Winnerby","Margin"
"2014-08-23","Australia","Pakistan","Australia","field","Peter Burge Oval","121","24.6","8","124","24.3","5","Australia","wickets","5"
"2008-02-24","Australia","India","Australia","bat","Sydney Cricket Ground","317","49.6","6","299","49.1","10","Australia","runs","18"
"2011-09-08","Zimbabwe","Pakistan","Pakistan","bat","Queens Sports Club","247","49.6","7","242","49.6","7","Pakistan","runs","5"
"2014-11-26","Sri Lanka","England","England","field","R Premadasa Stadium","317","49.7","6","292","47.1","10","Sri Lanka","runs","25"
"2008-02-15","New Zealand","England","England","field","Eden Park","234","49.6","10","229","43.6","4","England","wickets","6"
"2009-09-23","Pakistan","West Indies","West Indies","bat","New Wanderers Stadium","133","34.3","10","134","30.5","5","Pakistan","wickets","5"
"2010-11-02","Pakistan","South Africa","Pakistan","field","Dubai International Cricket Stadium","228","49.6","8","226","49.7","10","South Africa","runs","2"
"2010-06-01","Zimbabwe","Sri Lanka","Sri Lanka","field","Queens Sports Club","118","24.6","10","119","15.3","1","Sri Lanka","wickets","9"
"2009-12-21","India","Sri Lanka","Sri Lanka","bat","Barabati Stadium","239","44.2","10","243","42.4","3","India","wickets","7"
"2011-03-29","Sri Lanka","New Zealand","New Zealand","bat","R Premadasa Stadium","217","48.5","10","220","47.5","5","Sri Lanka","wickets","5"
"2013-07-05","West Indies","India","West Indies","field","Queen's Park Oval, Port of Spain","311","49.6","6","171","33.6","10","India","runs","102"
"2007-01-23","England","New Zealand","New Zealand","bat","Adelaide Oval","210","49.7","10","120","37.5","10","New Zealand","runs","90"
"2016-09-30","South Africa","Australia","South Africa","field","SuperSport Park","294","49.6","10","295","36.2","4","South Africa","wickets","6"
"2015-02-15","India","Pakistan","India","bat","Adelaide Oval","300","49.6","7","224","46.6","10","India","runs","76"
"2013-08-27","Zimbabwe","Pakistan","Pakistan","bat","Harare Sports Club","244","49.6","7","246","48.2","3","Zimbabwe","wickets","7"
"2013-07-03","England","Pakistan","Pakistan","bat","Haslegrave Ground","156","49.6","6","157","37.6","4","England","wickets","6"
"2009-08-07","Sri Lanka","Pakistan","Pakistan","bat","R Premadasa Stadium","321","49.8","5","175","36.1","10","Pakistan","runs","146"
